word,definition
أبه,(أَبَهَ) لَهُ، وبه -َ أَبْهًا: فَطِنَ له وتَنَبَّهَ؛ ويقال: شيء لا يُؤْبَه له أَو به: لا يُحتفل بهِ، ولا يُلْتفت إليه، لخموله أَو حقارته. و- فلانًا بكذا: اتَّهمه به. ; (أَبِهَ) له. وبه- أَبَها: أَبَهَ. ; (أَبَّهَ) فلانًا لكذا: نَبّهه إليه. و- فلانًا بكذا: أَبَهَه. ; (تَأَبَّهَ): مطاوع أَبَّهه. و- عليه: - تكبَّر و- عنه: تنزَّه وترفَّع. ; (الأُبَّهة): العظَمَةُ والرُّواء. ويقال: عليه أُبَّهة السلطان: عظمته ورُواؤه.
أبا,(أَبا) -ُ أُبُوَّة، وإِباوة: صار أَبًا. ويقال: البِرُّ مع الأُبوة، والعقوق مع البُنُوَّة. و- فلانًا: صَار له أَبًا. و- كان له كالأَب في التغذية والتربية، يقال: إنه ليأَبُو يتيما. ; (أَبَّاه): قال له: بِأَبِي أَنت، أَي: أَفديك به. ; (تأبَّى) أَبًا: اتخذَ أَبًا. و- فلانًا: اتَّخذه أَبًا. و- فُلانًا أَبًا: اتَّخَذَهُ أَبًا. ; (اسْتأْبَى) أَبًا: تأَبّى أَبًا. و- فلانًا: تَأَبَّاه. ; (الأبُ): الوالد. و- الجَدُّ، ويطلق على العَمِّ، وعلى صَاحب الشيء، وعلى من كان سببًا في إيجادُّ شيء أَو ظهوره أو إِصلاحه. (ج) آباء، وأَبُوٌّ، وأُبُوّةً. وفي التنزيل العزيز: واتَّبَعْتُ مِلَّةَ آبَائِي. ويقال: أُبُوَّتُهُ أُبُوَّةُ صدقٍ: آباؤُه. ويقال: فلان أَبو الضَّيف، وأبو الأضياف؛ إذا كان كريمًا مِطْعامًا. وفلان ابن أبيه: إِذا شابَهَ أَباه. ويقال: لله أَبوك: في مَعْرض المدح والتعجب. وبأبي أَنتَ: أَفديك بأَبي. ويقال: لا أب لك: في مواضع التعجب، والحَث، والزجْر. ; (الأبا) (مقصور): لغة في الأَب. ; (الأَبَوَانِ): الأبُ والأمّ. قال تعالى: وَوَرِثَهُ أبَوَاهُ. و- الأبُ والَجَدّ و- الأَبُ والعَمّ. ; (الأبَويّ): المنسوبُ إلى الأب. ; (الأبَوِيَة): نظامٌ يتأَلف من جماعة أو جماعات، أَصلها أُسَرٌ مشتركة في الدم، بحيث تخضع جميعها لسلطة حاكم هو أكبر الذكور فيها. (محدثة).
أبى,"(أَبَى) عليَّ - إِباءٌ، وإباءَةَ: استعصى. و- الشيءَ: كرهَهُ ولم يَرْضَه، وفي التنزيل العزيز: ويَأبَى اللهُ إلا أَنْ يُتِمَّ نُورَهُ. - وفي المثل: ""رَضِي الخَصْمانِ وأَبَى القاضِي"": يُضْرَب لمن يُطالِبُ بحق نزل أصحَابُه عنه. و- ترفَّع عنه. فهو آب، من قوم أُباة؛ وهو أَبَّاءٌ، وأَبِيّ. ويقال: له نفس أبيَّةٌ: ذات ترفُّع. وأبَيْتَ اللعنَ: من تحية الملوكِ في الجاهلية، معناها: أبيتَ أن تأَتيَ ما تُلعَن عليه. ; (أَبِيَ) الغذاءَ، ومنه - أَبِّي: عافه فامتنع عنه. فهو أَبَيَانٌ. ; (آبَى) فلانًا كذا إيباءً: جعله يأْباه. ; (تأَبّى) عليه: استعصَى. ; (الأُباءُ): عارض يجعل صَاحبه يَأْبى الطعامَ والشراب، يقال: أَصَابه أُباء. ; (الإبْية): تجمُّع اللبن في الثدي أو الضَّرْع. و- احتباسُه. ; (المَأْباة) من الطعام والشراب: ما يُؤْبَى تناوُلُه. و- مَدْعاة الإِباء. (ج) مَآبٍ."
أبيقور,(الأَبيقوريون): أتباع المذهب الذي أسسه الفيلسوف اليوناني أبيقور، وهم يقيمون الفلسفة على مذهب مادي حسي في الأخلاق، ويتخذون اللذة هدفا أعلى للحياة السعيدة الخالية من الآلام والمخاوف. ومِلاك هذه الحكمة العملية عندهم المنطق والعلم الطبيعي. (مج).
أتب,(أَتَّبَ) الفَتاةَ: أَلبسها الإِتْبَ. ; (تأَتَّبتِ) المرأَةُ الإتْبَ وبه: لَبِسته. و- فلان القوسَ: تَقَلَّدها. ; (الإتْبُ): الثوب القصير إلى نصف الساق. و- القميصُ يُشَقُّ فتلبسه المرأة من غير جيب ولا كُمَّين. ; (المؤّتّبُ) الظهرِ: المُعْوَجُّه.
أتت|أت,(أتَّ) رأسَه -ُ أتًّا: شدخه. و- خصْمَه بالحجة: كبته.
إتاد,(الإتاد): حبل تُضبط به رِجل البقرة ونحوها عند الحلب. (ج) أُتُد.
أترج,(الأُترُجّ): شجر يعلو، ناعم الأغصان والورق والثمر، وثمره كالليمون الكبَار، وهو ذهبيّ اللون، ذكيّ الرائحة، حامض الماء. (مع).
أتل,(أَتَلَ) -ِ أَتْلاً، وأُتولا: قارب خطوه في غضب. و- مشى متثاقلا. و- من الطعام أو الشراب: امتلأَ.
أتم,(أتَمَ) السِّقاءُ- أَتْمًا: انفتقت خُرْزتان منه، فصارتا واحدة. و- فلانٌ بالمكان: أَقام وثبت. ; (أَتِمَ) في سيره -َ أَتَمًا: أَبْطَأَ، فهو أَتِمُ. ; (الأَتْمُ): شجر من الفصيلة الزيتونية، ينبت بالجبال، ويسمَّى الزيتون الجَبَليَّ، أو البَرِّيّ، يطول ويُعَمِّر. ; (المَأتَمُ): الجماعة من الناس في حُزْن أَو فرح، وغَلَبَ استعماله في الأحزان. (ج) مَآتِم.
أتن,(أَتَنَ) بالمكان-ُ أَتْنًا، وأُتونًا: أقام وَثَبت و- فلان أَتَنَانا. قارب الخطوَ في غَضَب. ; (آتَنَتِ) الوالدةُ إِيتانًا: نزل ولدها برجليه قبل يديه ورأسه. ; (اسْتَأْتَنَ) فلانٌ: اتخذ أتانا. و- الحمارُ: صَار كالأَتان. ; (الأتان): الحِمارة. (ج) أُتُنٌ، وأُتْنٌ. ; (الأُتُونُ): الموقد الكبير، كموقد الحمَّام والجَصَّاص. وتشدد التاءُ.
أتو|أتا,(أَتَا) الشجرُ -ُ أُتْوًا، وأَتاءً، وإتاءً: طلع ثمره، وكثر حَمْلُه. و- الماشيةُ: نَمَتْ. و- الحيوان أَتْوًا: أُسرع في السَّير واستقام فيه. و- فلانًا أَتْوًا، وإتاوة: رشاه. ; (آتى) الشجرُ إِبتاءً: أتَا. ; (الإتاءُ): الرَّيْعُ والغَلَّة. ولبنٌ ذو إتاءٍ: ذو زُبْدٍ. ; (الإِثَاوة): الجِزية. و- الخَرَاج. يُقال: ضُرِبت عليهم الإتاوةُ. و- الرِّشوة. وقالوا: شَكَمَ فاه بالإتاوة: رَشَُاهُ. و- ما يؤْخذ كَرْهَا. (ج) أتاوَى. ; (الأَتْو): العطاء. و- الطَّريقة.
أتي|أتى,"(أَتَى) - أَتْيًا، وإِتْيانًا، وإِتِيًّا، ومَأْتًى، ومَأْتاةً: جاءَ، يقال: أَتَيْتُ الأَمرَ من مَأْتاه ومَأْتاته: من وجهه. و- قُرب ودنا. و- عليه كذا: مَرَّ به. و- عليه: أنْفدَهُ. و- عليه الدهرُ: أَهْلكه. و- المكانَ والرجلَ:: جاءَه. و- الأمرَ: فعله. و- المرأَةَ: باشَرَها. و- القومَ: انتسبَ إِليهم وليس منهم، فهو أتِيّ. ; (أُتِيَ) الجيشُ ونحوهُ: دَهَمَه العدوُّ. و- فلان: تَغَيَّر عليه حِسُّه، فغلَبتْ عليه الأوهام. و- مِن جهة كذا: أصيب من جهته. وفي المثل: ""من مَأمَنهِ يُؤْتَى الحَذِر"". فهو مأْتِيٌّ. ويقال: وَعْدُ اللهِ مَأْتِيٌّ: آتٍ. ; (آتَى) فُلانًا الشيءَ: أَتى به إليه. وفي التنزيل العزيز: قَالَ لِفَتَاهُ آتِنَا غَدَاءَنَا. و- أعطاه إِيَّاه. وفي التنزيل العزيز: وآتَى المَالَ على حُبَّهِ ذوِي الْقُرْبَىَ واليَتَامَى والْمَسَاكِينَ. و- الزَكاة: أَدّاها. و- فلانًا على الأَمر: وافَقه؛ ويقال: آتتْه الفرصةُ. و-جازاه. ; (أَتَّى) الشيءَ: هيَّأَهُ وسهَّله. و- الماءَ وللماء: سهَّل له سبيلَه. ووجَّهَ له مَجْرَّى إلى مَقَرِّهِ. ; (أَتَّىَ) إليه الأَمرُ: خُيِّل إِليه. ; (تَأَتَّى) للأمر: ترفَّقَ له، وأَتاه من وجهه. و- له بسهمٍ: قصد له حتى أصابه. ; (استأْتاه): طلب إتيانه. ; (الآتية): آتِية الجُرْح: مِدَّته، وما يأْتِي منه. ; (الإتاءُ): ما يقع في مجرى الماء من خَشَب أَو وَرَق ونحوه، مما يَحْبِس الماءَ. ; (الأَتِيُّ): النافذ في الأمور، الذي يتأَتَّى لها. و- الغريب الدَّعيُّ. و- السَّيلُ يأْتي من بعيد. ; (المِيتاءُ): الغاية ينتهي إليها السِّباقُ."
أثأب,(الأَثْأَب): شجر عظيم جدا، من الفصيلة التوتية، كثير الفروع، ويتدلى من فروعه ما يشبه الجذور. ; (الأَثَب): الأثأب.
أثث|أث,(أَثَّ) - أَثًّا، وأُثُوثًا، وأَثاثًّا، وأَثَاثَةً: كثُر وعظم. و- النباتُ: تكاثف والتفّ. و- الشَّعرُ: غَزُرَ وطال. فهو أَثٌّ وأَثِيث. (ج) إِثاث. ; (أَثَّ) -َ أَثًّا: أَثَّ -ِ، فهو أثِيث. (ج) إِثاث. ; (أَثَّثَهُ): لَيَّنَه ومَهَّده. و- البيتَ: فَرَشَهُ بالأثاث. ; (تأَثَّث) فلانٌ: أصاب خيرًا. و- البيتُ: فُرش بالأَثاث. ; (الأَثَاثُ): مَتاع البيت، من فِراش ونحوه و- المالُ أَجْمَعُ، من ماشية وغيرها. (ج) أُثُث. وواحدته: أَثاثة.
أثر,"(أَثَرَه) -ُ أَثْرًا، وأَثارة، وأَثرة: تَبعَ أثرَه. و- الحديثَ: نقله، ورواه عن غيره. و- السيفَ وغيره أَثْرًا، وأُثْرة: ترك فيه علامةً يُعْرف بها. و- فلان أَن يفعل كذا: اختار فعله. ; (أَثِرَ) عليه -َ أَثَرًا، وأَثَرَة، وأُثْرة، واُثْرَى: فضَّل نفسه عليه في النصيب، فهو أَثِرٌ. و- أَن يفعل كذا: فضَّل. و- على الأَمر: عَزَمَ. و- له: فَرَغَ له. و- به: حَذَقَه، ومَرَن عليه. ; (آثرَه) إِيثاراً: اختاره وفضَّلَه. ويُقال: آثره على نفسه. وفي التنزيل العزيز وَيُؤْثِرُونَ على أَنْفُسهمْ. و- الشيء بالشيءِ: خصّه به. و- جعله يتَّبع أَثرَه. ; (أَثِّر) فيه: ترك فيه أَثَرًا. ; (ائتَثره): تتبَّع أَثَره. ; (تأَثَّر) الشيءُ: ظهر فيه الأَثَرُ. و- بالشيء: تطَبَّعَ به. و- الشيءَ: تتبَّع أَثَرَهُ. ; (اسْتَأْثَرَ) به: خَصَّ به نفسَه. و- الله فلانًا وبه: توفّاه. ; (الآثار): علم الآثار: مصطلح معناه: معرفة القديم، أو علم الوثائق القديمة. ; (الإثار): شبه كيس يُشَدُّ على الثَّدْي حتى لا يتدلَّى، وعلى الفاكهة وقاية لها. (ج) أَثُر. ; (الأثَارة): العلامة. و- بقية الشيء. وفي التنزيل العزيز: ائْتُوني بِكِتَابٍ مِنْ قَبْلِ هَذا أو أَثَارَةٍ مِنْ عِلْمٍ إِنْ كُنْتُمْ صَادِقِينَ. ; (الإِثْر): لَمَعانُ السيف ورَوْنقه، ويشبِّه كل ذي نَصاعة نقيَّة. و- بريق السيف. و- ماء الوجه ورَوْنقه. وجاءَ في إِثْرِه: في عَقِبه. ; (الأُثْر - الأُثُر): بريق السَّيف. و- ماء الوجه ورونقه. وأَثَر الجرح بعد البرء. ; (الأَثَرُ): العلامة. و- لمعان السيف. وأثر الشيء: بقيته. وفي المثل: ""لا تطْلُبْ أَثَرًا بعد عَيْن"": يضرب لمن يطلب أثر الشيء بعد فوت عينه. و- ما يحدثه. وجاءَ في أثره: في عقبه و- ما خلَّفه السابقون. و- الخبر المرويّ والسنَّة الباقية. (ج) آثار، وأثور. و (الأثر الرجعي): (في التشريع): سريان القانون الجديد على المدة التي سبقت صدوره. ; (الأثِر): رَجُلٌ أَثِرٌ: يستأْثِر على غيره بالخير. ; (الأَثَرَة): المَنْزِلة. يقال: لفلان عندي أَثَرةٌ. و- تفضيل الإنسان نفسه على غيره، وفي الحديث: سترون بعدي أَثَرَةً: يستأثر أمراء الجور بالفيء. وأَثَرَةُ العلْم: بقية منه تُؤْثَر. و- (في الفلسفة): حب النفس. وتطلق أخلاقيا على من لا يهدف إلا إلى نفعه الخاص، وتقابل الإيثار. (مج). ; (الأثْرة): الأَثر في الأرض. و- أثر السيف. و- المكرُمة المتوارثة. و- أثرة العلم. ويقال: هو ذو أثْرة عندي: من خلصائي. ; (الأَثَرِيُّ) من الأشياء: القديم المأثور. و- المشتغل بدراسة الآثار. ; (الأَثير): بريق السيف. و- المفضَّل على غيره. يقال: هو أثيري: أُوثِرَه وأفضِّله. و- (في الفيزيقا): وَسَطٌ افتراضي يَعُمُّ الكونَ، ويتخلل جميع أجزائه، وضع لتعليل انتقال الضوء في الفراغ. و- (عند الكيميائيين): سائل عضوي لا لون له، يذيب الموادَّ العضويةَ ويُستخدم في الطب. (مج). ; (الإيثار): تفضيل المرء غيرَه على نفسه. (مج). ; (الإيثارية): (عند علماء الأخلاق): مذهب يعارض الأَثَرَة، ويرمي إلى تفضيل خير الآخرين على الخير الشخصيّ. و- (عند علماء النفس): اتجاه اهتمام الإنسان وميول الحب فيه نحو غيره، وقَبْل ذاته، سواء أكان هذا عن فطرة أم عن اكتساب. ( مج). ; (الثأَثرية): (في النقد): مذهب يرى أَن النقد الأدبي لا يخضع لأُصول مرعية وقواعد عقلية، بقدر ما يخضع للذوق الشخصي والتأَثر الذاتي. ; (المآثرة): المكرُمة المتوارثة. (ج) مآثر. ; (المِئْثَرة): أَداة تترك في الشيء أَثرًا خاصًا يتميز به. (ج) مآثِر. ; (المأْثُورُ): ما وَرِثَ الخلفُ عن السلف. و- الحديث المرويّ."
