word,definition
تفاخُر,إعجاب أو تقدير كل ما يتماشى مع الذوق العصري في الأوساط الاجتماعية الاقتصادية والثقافية الراقية. [علم النفس الاجتماعي]
لا أَعْلَم إِلَّا خَيْراً,وصف للراوي يدل على عدالته، وتمام ضبطه. وهو قريب من ألفاظ المرتبة الرابعة من مراتب التعديل. [فقه]
الكلمة,هي رمز لغوي يعبر عن فكرة أو مفهوم، تستخدم في اللغة.
العناصر الانتقالية,عناصر تقع في وسط الجدول الدوري وتتميز بوجود إلكترونات في مستويات طاقة مملوءة جزئياً. [الكيمياء العامة]
تركيــبِ,عملية تشكيل الكلمات أو العبارات من عناصر لغوية معينة. [لغة]
الإلهي,علم بأحوال ما لا يفتقر في الوجود الخارجي إلى مادة، ويستخدم في الفلسفة لدراسة الأشياء المجردة [فلسفة]
الفرز البصري,عملية آلية تعتمد على استخدام الكاميرات والليزر لفرز المنتجات الصلبة بدلاً من الفرز اليدوي، مما يعزز جودة المنتج وكفاءة الإنتاج [ميكانيكا المواد]
البهجة,الشعور بالسعادة والسرور [شعور]
جواب,رد على سؤال أو استفسار، ينبغي أن يتوافق مع نوع السؤالات المذكورة [تعليم]
دالة تحليلية,دالة تُمارس عملية التحليل، ويمكن تمثيلها بسلسلة متسلسلة من القوى، تُستخدم في التحليل الرياضي [التحليل الرياضي]
ماهية,جوهر الشيء الذي يحدد طبيعته وخصائصه ويسيطر على مفهومه [فلسفة]
حُدُودٌ,العُقُوباتُ الـمُقَدَّرَةُ شَرْعاً.
إحْصارٌ,مَنْعُ الخَوْفِ أو المَرَضِ أو نحو ذلك المُحْرِمَ مِن المُضِيِّ في العُمْرَةِ أو الحجِّ ابْتِداءاً أو دَواماً، كُلًّا أو جُزْءاً.
تصنيع اللوالب الداخلية,تصنيع الأسنان الداخلية بواسطة ذكر القلوظة، [الميكانيكا التطبيقية]
سلك معزول,سلك محاط بمواد عازلة لمنع تسرب التيار الكهربائي [الكهرباء]
الكناية,أسلوب لغوي يستخدم للدلالة على معنى غير مباشر [لغة]
تَجَزُّؤ,قابِلِيَّةُ الشَّيءِ لِلصَّيْرُورَةِ إلى أبْعاضٍ بالانْقِسامِ.
عرفة,مكان يقع بضواحي مكة المكرمة، له أهمية كبيرة في مناسك الحج [جغرافيا]
تقاة,الاحتياط أو الحذر من خطر معين، ويرتبط بالسلامة [فقه]
فَخذهَا بِقُوَّة,بجد وحزم [لغة]
التحشية,عملية تسجيل ملاحظات أو توضيحات على النصوص ضمن الكتابات الأكاديمية، وهي تقنية تستعمل في مجال اللسانيات.
دقة,..معدل التنبؤات الصحيحة التي يقدمها نموذج التصنيف
تلازم,هو الارتباط الذاتي بين شيء وآخر بحيث يتطلب وجود أحدهما وجود الآخر [لغة]
المدثر,اسم من أسماء النبي محمد (صلى الله عليه وسلم) في القرآن [دين، تفسير]
شروط نظامية,تشير إلى الظروف المحددة التي يجب أن تتوفر لتحقيق نتائج متسقة مثل درجة حرارة معينة أو ضغط معين، وغالبًا ما تستخدم في التجارب العلمية في [الفيزياء العامة].
تَسْبِيحٌ,تَنْزِيهُ اللهِ تعالى عن كُلِّ نَقْصٍ، وإِثْباتُ كُلِّ كَمالٍ له.
إباحة,السماح بفعل شيء دون قيد أو شرط [فقه]
الحدوث المطلق,يعني وجود شيء أو حدث بشكل عام دون تحديد الصفات أو الأوقات. [لغة]
استراتيجية تدريس,خطة شاملة تتضمن اختيار وتنظيم الأنشطة التعليمية بما يتناسب مع احتياجات المتعلمين وأهداف التعليم. [علم النفس التربوي]
تصرّف,العمل أو الإجراء الذي يقوم به الشخص باختيار أو تفويض [فقه]
صلاة الجمعة,عبادة دينية تُقام في يوم الجمعة تشمل خطبة وصلاة، تُعتبر واجبة على المسلمين [دين]
الهمة,توجه القلب والقوى الروحانية نحو هدف معين، سواء كان ذلك نحو الحق أو غيره [فقه]
تحول,عملية تؤدي إلى تغيير حالة أو طبيعة النظام الفيزيائي [فيزياء عامة]
عقدة أوديب,عاطفة شديدة يكنها الطفل لوالدته وتولد لديه الغيرة من أبيه، وقابل للكبت والإخفاء [علم النفس الفرويدي]
نقطة مستوية,نقطة تقع على سطح مستوٍ في الفضاء، [هندسة]
عال م أحياء,مصطلح يُستعمل للدلالة على الشخص المتخصص في علم الأحياء والمعني بقضاياه.
تسارع زاوي,المعدل الزمني لتغير السرعة الزاوية [الميكانيكا الكلاسيكية]
مدرسة البصرة,مدرسة نحوية تميزت بالاهتمام بالنحو والقياس [لغة]
يهوذا,اسم لمملكة يهودية قديمة يُعتقد أنها كانت موجودة في سياق التاريخ الفلسطيني [تاريخ]
الشَّخْص,يعني الكائن البشري أو الفرد، ويستخدم في السياقات الفلسفية والقانونية للإشارة إلى الأفراد [فلسفة وقانون]
السَّبْعُ الطِّوَالُ,اسْمٌ لِمَجْموعَةِ سُوَرٍ مِنَ القُرْآنِ أَوَّلُهَا سُورَةُ البَقَرَةُ وَآخِرُهَا سُورَةُ يُونُسَ أَوِ التَّوْبَةِ وَالأَنْفَالِ.
شكله,مثله وضربه [لغة]
الأسلوب,الطريقة أو الأسلوب الذي يتم به التعامل أو الكتابة، ويشير إلى نمط محدد في التعبير [لغة].
مشجر,مصطلح أدبي يشير إلى نوع من النظم يقوم بتفرع الفكرة مثل تفريع الشجرة.
الإثم,ما يجب التحرر منه شرعًا وطبعا [لغة]
الشَّوْهُدُ,أَصَالَةٌ. إخبار الشاهد نفسه بما رأى بحيث لا تكون شهادته على شهادة غيره. يستخدم في مجال الفقه.
عِلْمُ صِنَاعَةِ المُعْجَمِ,علم يدرس كيفية إنشاء وتحرير معاجم اللغة [لغة]
الحكم,القرار الشرعي أو القانوني المستند إلى نصوص دينية أو قانونية [لغة/أصول فقه]
نيوبنتان,هيدروكربون يتكون من خمس ذرات كربون، ويستخدم في التطبيقات الكيميائية مثل صناعة الوقود والمواد الكيميائية [الكيمياء العضوية].
الْجَهَالَةُ بالمُعْقُودِ عَلَيْهِ,عدم معرفة حقيقة شيء مُعَدٍّ للبيع وهو موجود ومملوك للبائع، مثل بيع شيئاً في صندوق مغلق. [فقه]
نطق,مصطلح لغوي عام يعني التلفظ بالكام، أو إحداث الأصوات الكامِية الحقيقية وهو العمليات الفسيولوجية التي تحدث في الحلْق وفي تجاويف الفم والأنف في أثناء الهواء من الرئتين. [لغة]
